,Season,Week_No,Team,Opponent,Venue,Result,Player Name,Minute,Event,X_cord,Y_cord,xGoal,Situation,Type,Assist Player,Assist Type
39,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Jordan Siebatcheu,30,Goal,0.950999984741211,0.590999984741211,0.0500722639262676,OpenPlay,Head,Sheraldo Becker,Aerial
40,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Julian Ryerson,37,SavedShot,0.8680000305175781,0.6179999923706054,0.3054356575012207,OpenPlay,LeftFoot,Jordan Siebatcheu,Pass
41,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Diogo Leite,44,MissedShots,0.7390000152587891,0.534000015258789,0.0279879290610551,OpenPlay,LeftFoot,,BallRecovery
42,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Jordan Siebatcheu,45,SavedShot,0.8809999847412109,0.6029999923706054,0.0179348569363355,OpenPlay,Head,Sheraldo Becker,Aerial
43,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Sheraldo Becker,46,SavedShot,0.8380000305175781,0.7430000305175781,0.0330145545303821,OpenPlay,LeftFoot,Janik Haberer,Pass
44,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Janik Haberer,47,MissedShots,0.7430000305175781,0.6530000305175782,0.0247669946402311,OpenPlay,RightFoot,Genki Haraguchi,Pass
45,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Sheraldo Becker,49,Goal,0.8980000305175782,0.5970000076293945,0.3075184822082519,OpenPlay,RightFoot,Janik Haberer,Chipped
46,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Sheraldo Becker,53,BlockedShot,0.874000015258789,0.2689999961853027,0.0439878366887569,OpenPlay,RightFoot,Robin Knoche,Pass
47,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Robin Knoche,53,Goal,0.8530000305175781,0.590999984741211,0.0127838049083948,FromCorner,Head,Christopher Trimmel,Cross
48,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Jordan Siebatcheu,72,MissedShots,0.9109999847412108,0.5640000152587891,0.0289174113422632,OpenPlay,Head,Niko Gießelmann,Aerial
49,2022-2023,1,Union Berlin,Hertha Berlin,Home,Win,Rani Khedira,83,BlockedShot,0.7559999847412109,0.615,0.0220273733139038,OpenPlay,RightFoot,Andras Schafer,Pass
50,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Marvin Plattenhardt,35,SavedShot,0.789000015258789,0.675,0.0726120695471763,DirectFreekick,LeftFoot,,Standard
51,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Wilfried Kanga,59,SavedShot,0.865,0.4520000076293945,0.0455471612513065,OpenPlay,RightFoot,Jonjoe Kenny,Cross
52,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Chidera Ejuke,70,BlockedShot,0.865,0.7290000152587891,0.0322780758142471,OpenPlay,RightFoot,Wilfried Kanga,Pass
53,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Chidera Ejuke,75,MissedShots,0.764000015258789,0.6609999847412109,0.0160956606268882,FromCorner,LeftFoot,,None
54,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Filip Uremovic,75,BlockedShot,0.85,0.5259999847412109,0.071434386074543,FromCorner,RightFoot,,Rebound
55,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Dodi Lukebakio,79,MissedShots,0.7909999847412109,0.3229999923706054,0.0212219357490539,OpenPlay,LeftFoot,Suat Serdar,Pass
56,2022-2023,1,Hertha Berlin,Union Berlin,Away,Defeat,Dodi Lukebakio,84,Goal,0.855999984741211,0.364000015258789,0.0929445847868919,OpenPlay,LeftFoot,Stevan Jovetic,Pass
57,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Alassane Pléa,20,BlockedShot,0.885,0.3479999923706054,0.0619313009083271,OpenPlay,RightFoot,,None
58,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Alassane Pléa,31,MissedShots,0.749000015258789,0.5670000076293945,0.0215348247438669,OpenPlay,RightFoot,Nico Elvedi,Pass
59,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Joe Scally,34,MissedShots,0.825,0.3940000152587891,0.0167326536029577,OpenPlay,RightFoot,,Aerial
60,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Ramy Bensebaini,41,Goal,0.935,0.4920000076293945,0.1196464970707893,FromCorner,LeftFoot,Ko Itakura,HeadPass
61,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Jonas Hofmann,45,BlockedShot,0.8580000305175781,0.3209999847412109,0.0423816107213497,OpenPlay,RightFoot,Alassane Pléa,Pass
62,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Florian Neuhaus,45,MissedShots,0.8519999694824218,0.6120000076293945,0.0500928647816181,OpenPlay,LeftFoot,Marcus Thuram,HeadPass
63,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Florian Neuhaus,47,MissedShots,0.7230000305175781,0.5840000152587891,0.0184062849730253,OpenPlay,RightFoot,Alassane Pléa,Pass
64,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Joe Scally,48,ShotOnPost,0.8690000152587891,0.3479999923706054,0.0831150710582733,OpenPlay,RightFoot,Jonas Hofmann,Pass
65,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Marcus Thuram,52,SavedShot,0.884000015258789,0.6329999923706054,0.1422184407711029,OpenPlay,LeftFoot,Florian Neuhaus,TakeOn
66,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Nico Elvedi,55,MissedShots,0.895,0.5370000076293945,0.0604171864688396,SetPiece,Head,Jonas Hofmann,Chipped
67,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Jonas Hofmann,60,MissedShots,0.784000015258789,0.5690000152587891,0.0986308231949806,DirectFreekick,RightFoot,,Standard
68,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Alassane Pléa,61,SavedShot,0.789000015258789,0.6930000305175781,0.022419199347496,OpenPlay,RightFoot,,BallRecovery
69,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Marcus Thuram,70,Goal,0.901999969482422,0.64,0.3457930982112884,OpenPlay,LeftFoot,Alassane Pléa,Throughball
70,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Alassane Pléa,76,SavedShot,0.8719999694824219,0.620999984741211,0.5083075165748596,OpenPlay,RightFoot,Florian Neuhaus,Throughball
71,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Nico Elvedi,77,Goal,0.9619999694824218,0.3840000152587891,0.2160749435424804,FromCorner,RightFoot,Alassane Pléa,Chipped
72,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Alassane Pléa,81,SavedShot,0.875999984741211,0.6569999694824219,0.0897272899746894,OpenPlay,RightFoot,Jonas Hofmann,Chipped
73,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Florian Neuhaus,89,BlockedShot,0.8159999847412109,0.479000015258789,0.0409481413662433,FromCorner,LeftFoot,,None
74,2022-2023,1,Borussia M.Gladbach,Hoffenheim,Home,Win,Florian Neuhaus,91,BlockedShot,0.9059999847412108,0.5990000152587891,0.1361800879240036,OpenPlay,LeftFoot,Christoph Kramer,Pass
75,2022-2023,1,Hoffenheim,Borussia M.Gladbach,Away,Defeat,Robert Skov,10,MissedShots,0.63,0.669000015258789,0.0100373364984989,OpenPlay,LeftFoot,Grischa Prömel,Pass
76,2022-2023,1,Hoffenheim,Borussia M.Gladbach,Away,Defeat,Robert Skov,24,Goal,0.9,0.605999984741211,0.1091004908084869,OpenPlay,LeftFoot,Andrej Kramaric,Pass
77,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Lukas Nmecha,10,Goal,0.941999969482422,0.3329999923706054,0.3183432817459106,OpenPlay,RightFoot,Patrick Wimmer,Throughball
78,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Bote Baku,12,MissedShots,0.7569999694824219,0.4220000076293945,0.0294092204421758,OpenPlay,LeftFoot,Lukas Nmecha,Pass
79,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Maximilian Arnold,15,MissedShots,0.7530000305175781,0.3659999847412109,0.024594260379672,OpenPlay,LeftFoot,,None
80,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Omar Marmoush,16,BlockedShot,0.901999969482422,0.3270000076293945,0.1326036751270294,OpenPlay,RightFoot,Maximilian Arnold,Throughball
81,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Patrick Wimmer,30,MissedShots,0.740999984741211,0.3890000152587891,0.0159316062927246,OpenPlay,LeftFoot,Bote Baku,TakeOn
82,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Bote Baku,40,BlockedShot,0.755,0.4,0.0106671527028083,SetPiece,RightFoot,,Aerial
83,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Bote Baku,42,MissedShots,0.7530000305175781,0.4279999923706055,0.0144526092335581,SetPiece,RightFoot,,None
84,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Jakub Kaminski,67,SavedShot,0.904000015258789,0.664000015258789,0.2822798490524292,OpenPlay,RightFoot,Maximilian Arnold,Throughball
85,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Jakub Kaminski,71,MissedShots,0.805,0.705,0.0247846767306327,OpenPlay,RightFoot,Josuha Guilavogui,Pass
86,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Lukas Nmecha,83,BlockedShot,0.9080000305175782,0.5370000076293945,0.0364418625831604,FromCorner,Head,Max Kruse,Goal
87,2022-2023,1,Wolfsburg,Werder Bremen,Home,Draw,Josuha Guilavogui,83,Goal,0.8969999694824219,0.3770000076293945,0.0654008015990257,FromCorner,RightFoot,,None
88,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Mitchell Weiser,2,MissedShots,0.8530000305175781,0.4479999923706054,0.0706632584333419,OpenPlay,RightFoot,,None
89,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Niclas Füllkrug,20,Goal,0.7869999694824219,0.6719999694824219,0.0225135311484336,OpenPlay,RightFoot,Jens Stage,Pass
90,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Leonardo Bittencourt,22,Goal,0.899000015258789,0.495,0.1147392615675926,OpenPlay,Head,Marvin Ducksch,Throughball
91,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Niclas Füllkrug,36,MissedShots,0.963000030517578,0.565,0.617085337638855,OpenPlay,RightFoot,Marvin Ducksch,Pass
92,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Leonardo Bittencourt,37,SavedShot,0.799000015258789,0.5640000152587891,0.0546810999512672,OpenPlay,LeftFoot,Marvin Ducksch,Pass
93,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Leonardo Bittencourt,60,BlockedShot,0.775,0.3820000076293945,0.0327726528048515,OpenPlay,RightFoot,Marvin Ducksch,Pass
94,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Marvin Ducksch,64,SavedShot,0.6680000305175782,0.379000015258789,0.0118170538917183,OpenPlay,RightFoot,Leonardo Bittencourt,Chipped
95,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Marvin Ducksch,88,MissedShots,0.7330000305175781,0.484000015258789,0.0150278219953179,OpenPlay,RightFoot,Oliver Burke,TakeOn
96,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Lee Buchanan,91,BlockedShot,0.7140000152587891,0.5609999847412109,0.0116191823035478,OpenPlay,LeftFoot,,None
97,2022-2023,1,Werder Bremen,Wolfsburg,Away,Draw,Nicolai Rapp,93,BlockedShot,0.8930000305175781,0.45,0.0913595855236053,OpenPlay,RightFoot,,None
98,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Kevin Stöger,10,MissedShots,0.635,0.474000015258789,0.0078690480440855,OpenPlay,LeftFoot,,None
99,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Gerrit Holtmann,12,SavedShot,0.8780000305175781,0.3959999847412109,0.0884380713105201,OpenPlay,LeftFoot,Simon Zoller,Cross
100,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Ivan Ordets,23,MissedShots,0.938000030517578,0.4429999923706054,0.3394070863723755,SetPiece,Head,Kevin Stöger,Cross
101,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Takuma Asano,33,BlockedShot,0.735,0.6329999923706054,0.0136874243617057,OpenPlay,RightFoot,Kevin Stöger,BallRecovery
102,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Kevin Stöger,38,Goal,0.7130000305175781,0.8040000152587891,0.0122235286980867,OpenPlay,LeftFoot,Konstantinos Stafylidis,Pass
103,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Takuma Asano,40,MissedShots,0.8019999694824219,0.740999984741211,0.0235334932804107,OpenPlay,RightFoot,Kevin Stöger,Pass
104,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Gerrit Holtmann,48,MissedShots,0.6969999694824218,0.3160000038146973,0.014623038470745,OpenPlay,LeftFoot,Kevin Stöger,Pass
105,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Takuma Asano,51,MissedShots,0.8869999694824219,0.605,0.053072340786457,OpenPlay,LeftFoot,Konstantinos Stafylidis,Cross
106,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Kevin Stöger,57,BlockedShot,0.8,0.6669999694824219,0.0836839526891708,DirectFreekick,LeftFoot,,Standard
107,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Konstantinos Stafylidis,57,MissedShots,0.7390000152587891,0.535,0.0141718126833438,SetPiece,LeftFoot,,Rebound
108,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Simon Zoller,58,BlockedShot,0.81,0.409000015258789,0.0454848818480968,OpenPlay,LeftFoot,Gerrit Holtmann,HeadPass
109,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Simon Zoller,59,MissedShots,0.938000030517578,0.3579999923706055,0.0661359876394271,OpenPlay,RightFoot,Philipp Hofmann,Chipped
110,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Cristian Gamboa,80,MissedShots,0.710999984741211,0.3279999923706054,0.0142897991463541,OpenPlay,RightFoot,Anthony Losilla,Pass
111,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Konstantinos Stafylidis,89,MissedShots,0.7469999694824219,0.730999984741211,0.0097375949844717,OpenPlay,RightFoot,Erhan Masovic,Chipped
112,2022-2023,1,Bochum,Mainz 05,Home,Defeat,Philipp Förster,91,SavedShot,0.730999984741211,0.24,0.0330108366906642,DirectFreekick,LeftFoot,,Standard
113,2022-2023,1,Mainz 05,Bochum,Away,Win,Maxim Leitsch,12,SavedShot,0.9180000305175782,0.3829999923706054,0.0752690881490707,FromCorner,RightFoot,,None
114,2022-2023,1,Mainz 05,Bochum,Away,Win,Angelo Fulgini,13,MissedShots,0.764000015258789,0.435,0.0194351766258478,FromCorner,RightFoot,,None
115,2022-2023,1,Mainz 05,Bochum,Away,Win,Anton Stach,25,SavedShot,0.850999984741211,0.5579999923706055,0.2874353229999542,OpenPlay,LeftFoot,Angelo Fulgini,Pass
116,2022-2023,1,Mainz 05,Bochum,Away,Win,Karim Onisiwo,25,Goal,0.919000015258789,0.53,0.3154356479644775,OpenPlay,Head,Edimilson Fernandes,Cross
117,2022-2023,1,Mainz 05,Bochum,Away,Win,Dominik Kohr,27,BlockedShot,0.9080000305175782,0.445,0.4466599225997925,OpenPlay,RightFoot,Anton Stach,Pass
118,2022-2023,1,Mainz 05,Bochum,Away,Win,Anton Stach,27,SavedShot,0.8690000152587891,0.4120000076293945,0.0923197194933891,OpenPlay,LeftFoot,,Rebound
119,2022-2023,1,Mainz 05,Bochum,Away,Win,Karim Onisiwo,30,MissedShots,0.8859999847412109,0.4020000076293945,0.0437078587710857,OpenPlay,Head,Jae-Sung Lee,Cross
120,2022-2023,1,Mainz 05,Bochum,Away,Win,Edimilson Fernandes,34,BlockedShot,0.73,0.3270000076293945,0.0183377750217914,OpenPlay,RightFoot,Karim Onisiwo,Pass
121,2022-2023,1,Mainz 05,Bochum,Away,Win,Karim Onisiwo,36,MissedShots,0.840999984741211,0.2879999923706055,0.0497380495071411,OpenPlay,RightFoot,Anton Stach,End
122,2022-2023,1,Mainz 05,Bochum,Away,Win,Edimilson Fernandes,37,SavedShot,0.9180000305175782,0.2320000076293945,0.0385016575455665,OpenPlay,RightFoot,Dominik Kohr,Pass
123,2022-2023,1,Mainz 05,Bochum,Away,Win,Aarón Martín,74,MissedShots,0.779000015258789,0.3359999847412109,0.0689247399568557,DirectFreekick,LeftFoot,,Standard
124,2022-2023,1,Mainz 05,Bochum,Away,Win,Karim Onisiwo,76,Goal,0.958000030517578,0.445,0.1251848489046096,FromCorner,Head,Anton Stach,Cross
125,2022-2023,1,Mainz 05,Bochum,Away,Win,Aarón Martín,95,MissedShots,0.789000015258789,0.504000015258789,0.0546737760305404,OpenPlay,RightFoot,,None
126,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Daniel Caligiuri,3,MissedShots,0.894000015258789,0.3470000076293945,0.0635265633463859,OpenPlay,RightFoot,,None
127,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Daniel Caligiuri,10,MissedShots,0.885,0.3010000038146972,0.0409791879355907,OpenPlay,LeftFoot,Jeffrey Gouweleeuw,Chipped
128,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Ermedin Demirovic,37,MissedShots,0.8630000305175781,0.3629999923706055,0.0604507997632026,OpenPlay,RightFoot,Elvis Rexhbecaj,Chipped
129,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Arne Maier,38,BlockedShot,0.87,0.6140000152587891,0.0812516286969184,OpenPlay,LeftFoot,Felix Uduokhai,Pass
130,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Arne Maier,46,SavedShot,0.8540000152587891,0.6719999694824219,0.0505799911916255,OpenPlay,LeftFoot,Iago,Pass
131,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Daniel Caligiuri,57,SavedShot,0.749000015258789,0.3979999923706054,0.018374715000391,OpenPlay,LeftFoot,Elvis Rexhbecaj,Pass
132,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Iago,62,BlockedShot,0.8690000152587891,0.6140000152587891,0.0855961516499519,OpenPlay,LeftFoot,Mads Pedersen,Pass
133,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Florian Niederlechner,64,BlockedShot,0.975999984741211,0.6719999694824219,0.0414529554545879,OpenPlay,LeftFoot,Iago,Chipped
134,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Arne Maier,67,BlockedShot,0.7240000152587891,0.46,0.0510421060025692,DirectFreekick,RightFoot,,Standard
135,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Fredrik Jensen,76,MissedShots,0.9259999847412108,0.725999984741211,0.0333815440535545,OpenPlay,LeftFoot,Carlos Gruezo,Chipped
136,2022-2023,1,Augsburg,Freiburg,Home,Defeat,Ricardo Pepi,81,MissedShots,0.88,0.3160000038146973,0.0592698268592357,OpenPlay,RightFoot,Fredrik Jensen,Pass
137,2022-2023,1,Freiburg,Augsburg,Away,Win,Michael Gregoritsch,4,BlockedShot,0.789000015258789,0.705,0.0122760459780693,OpenPlay,LeftFoot,Roland Sallai,HeadPass
138,2022-2023,1,Freiburg,Augsburg,Away,Win,Vincenzo Grifo,4,BlockedShot,0.7959999847412109,0.63,0.0144056072458624,OpenPlay,RightFoot,,Aerial
139,2022-2023,1,Freiburg,Augsburg,Away,Win,Vincenzo Grifo,28,SavedShot,0.9059999847412108,0.54,0.0558160729706287,OpenPlay,Head,Michael Gregoritsch,HeadPass
